Data/Hora;Placa;Nr. de Frota;Descricao;Modelo;Volume (l);Odometro;Horimetro;Custo(R$);Frentista;Cod. do Frentista;Bomba;Cod. da Bomba;Tanque;Cod do Tanque;Posto;Cod. do Posto
21/05/2025 22:51;CB3042;CB3042;BASCULANTE 12M³;Tector 24-320;100.457;49520;2234;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 22:54;CB3066;CB3066;Basculante 12m³;Atego 2429;152.323;67619;3084;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 22:59;PC2006;PC2006;Pá Carregadeira;636D;59.085;0;1222;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 23:05;CB3059;CB3059;Basculante 12m³;Atego 2429;154.285;31957;1453;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 23:10;PC2019;PC2019;Pá Carregadeira;636D;59.599;0;2173;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 23:19;CB3021;CB3021;Basculante 12m³;Atego 2433;127.276;50989;2470;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 23:23;CB3053;CB3053;Basculante 12m³;Atego 2429;122.819;52812;2680;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 23:37;CB3037;CB3037;Basculante 12m³;Atego 2433;53.352;44209;2533;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 23:46;RC2012;RC2012;Retroescavadeira;416.0;87.123;0;2379;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 01:33;VM2009;VM2009;Varredeira V65;VW 17.210;154.361;9186;684;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 01:41;VM2008;VM2008;Varredeira V65;VW 17.210;157.085;12908;903;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 01:52;VM2011;VM2011;Varredeira V65;VW 17.210;7.276;11291;813;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 02:07;VM2005;VM2005;Varredeira V65;VW 17.210;24.857;17335;1108;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 02:10;CS2002;CS2002;Compactador Planalto12m³;VW 17.260 Mec.;94.990;24250;1906;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 02:22;VM2012;VM2012;Varredeira V65;VW 17.210;38.647;8578;741;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 02:26;VM2001;VM2001;Varredeira V65;VW 17.210;138.361;14438;795;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 02:49;CL3038;CL3038;Compactador Planalto 19m³;VW 26.260;86.266;32572;3114;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 04:17;CL3026;CL3026;Compactador 19M³;VW 26.260;145.028;54254;4755;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 04:41;CB3062;CB3062;Basculante 12m³;Atego 2429;68.590;62312;2970;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 04:46;CB3054;CB3054;Basculante 12m³;Atego 2429;81.428;46536;0;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 04:51;CC14;CC14;Compactador 15m³;VW 17.260 Mec.;85.123;6556;6556;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 04:58;CB2020;CB2020;BASCULANTE 6M³;Atego 1719;129.050;18460;859;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 05:03;CL3007;CL3007;Compactador Usimeca 19m³;VW 24.260 Aut.;56.895;61191;6098;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 05:36;CL2007;CL2007;Compactador Planalto15m³;VW 18.260;58.666;55557;5127;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 05:39;CB3061;CB3061;Basculante 12m³;Atego 2429;94.761;25076;1234;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 05:41;CL3020;CL3020;Compactador Planalto 19m³;VW 24.260 Aut.;65.352;53680;5328;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 06:06;RC2008;RC2008;Retroescavadeira;416.0;68.476;0;1766;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 06:09;CC17;CC17;Compactador 15m³;VW 17.260 Mec.;160.419;142741;13385;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 06:23;CB2016;CB2016;BASCULANTE 6M³;Atego 1719;112.000;47646;2335;0.00;005 PA2 RESERVA;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 06:42;BS3006;BS3006;Baú Coleta Seletiva;Atego 2429;88.190;14997;1137;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 06:48;PC2016;PC2016;Pá Carregadeira;636D;33.561;0;800;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 06:51;PC2015;PC2015;Pá Carregadeira;636D;34.685;0;1456;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 06:56;CB3012;CB3012;Basculante 12m³;TECTOR 24-280;81.104;58122;2742;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 07:08;PC2017;PC2017;Pá Carregadeira;636D;45.295;0;2262;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 07:14;BS3003;BS3003;Baú Coleta Seletiva;VW 24.280 Mec;51.219;23665;2220;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 07:22;RC2001;RC2001;Retroescavadeira;416.0;67.160;0;1679;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 07:27;CL3040;CL3040;Compactador Planalto 19m³;VW 26.260;153.771;32333;3142;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 07:38;CB3038;CB3038;Basculante 12m³;Atego 2433;115.352;31102;2251;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 08:19;SL001;SL001;Compactador Lopac 5m³;VW 11.180;74.495;48508;3707;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 09:01;ATERRO;ATERRO;COMBOIO;-;2000.038;0;0.0;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 13:13;RC2011;RC2011;Retroescavadeira;416.0;41.028;0;1201;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 13:13;CL3023;CL3023;Compactador Planalto 19m³;VW 24.260 Aut.;220.000;60813;5442;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 13:30;CC3004;CC3004;Caminhão Carroceria;Atego 2429;149.180;12651;658;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 13:42;PC2006;PC2006;Pá Carregadeira;636D;52.685;0;1229;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 13:49;CC3002;CC3002;Caminhão Carroceria;Atego 2429;160.860;16392;863;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 13:49;CB2012;CB2012;BASCULANTE 6M³;Atego 1719;68.000;35807;1730;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 13:52;CB3016;CB3016;Basculante 12m³;TECTOR 24-280;106.500;50749;2649;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 13:55;PC2008;PC2008;Pá Carregadeira;636D;86.285;0;1748;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 13:57;CB3063;CB3063;Basculante 12m³;Atego 2429;161.500;38276;2153;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 14:05;CB3061;CB3061;Basculante 12m³;Atego 2429;59.161;25222;1240;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 14:08;CL3005;CL3005;Compactador Usimeca 19m³;VW 24.260 Aut.;105.500;55317;5485;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 14:20;PC2019;PC2019;Pá Carregadeira;636D;61.390;0;2183;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 14:21;CB3023;CB3023;Basculante 12m³;Atego 2433;92.000;48038;2227;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 14:23;CL3015;CL3015;Compactador Planalto 19m³;VW 24.260 Aut.;86.000;51697;5653;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 14:26;CB2019;CB2019;BASCULANTE 6M³;Atego 1719;53.000;34356;1796;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 14:29;CB3040;CB3040;Basculante 12m³;Atego 2433;163.409;43237;2472;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 14:32;CL3036;CL3036;Compactador Planalto 19m³;VW 26.260;59.000;29507;3125;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 14:39;CL3032;CL3032;Compactador 19M³;VW 26.260;90.000;48668;4566;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 14:49;CL3004;CL3004;Compactador Usimeca 19m³;VW 24.260 Aut.;138.500;61358;5878;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 15:02;CL3043;CL3043;Compactador Planalto 19m³;VW 24.260;118.500;29122;2860;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 15:09;CL2006;CL2006;Compactador Planalto15m³;VW 18.260;90.500;60561;5476;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 15:13;PC2012;PC2012;Pá Carregadeira;636D;47.000;0;1476;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 15:13;CL2018;CL2018;Compactador Planalto15m³;VW 17.260 Mec.;129.500;98205;8843;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 15:23;CL2014;CL2014;Compactador Planalto15m³;VW 17.260 Mec.;82.000;126044;8571;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 15:28;PC2003;PC2003;Pá Carregadeira;636D;68.000;0;871;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 15:29;CL2005;CL2005;Compactador Planalto15m³;VW 18.260;100.000;59979;5100;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 15:31;PC2005;PC2005;Pá Carregadeira;636D;79.000;0;2669;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 15:34;CC3001;CC3001;Caminhão Carroceria;Atego 2429;133.809;4836;249;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 15:34;CB3027;CB3027;Basculante 12m³;Atego 2433;82.000;45985;2242;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 15:38;CS2007;CS2007;Compactador Planalto12m³;VW 17.260 Mec.;94.666;26464;2216;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 15:38;CB3056;CB3056;Basculante 12m³;Atego 2429;69.000;54993;0;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 15:43;CL3010;CL3010;Compactador Planalto 19m³;VW 24.260 Aut.;104.000;0;5318;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 15:47;CL3009;CL3009;Compactador Planalto 19m³;VW 24.260 Aut.;98.000;52678;5314;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 15:47;PC2011;PC2011;Pá Carregadeira;636D;69.500;0;1797;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 15:51;CC03;CC03;Compactador 15m³;VW 17.260 Mec.;96.000;44537;4513;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 15:55;CL2013;CL2013;Compactador Planalto15m³;VW 17.260 Mec.;71.500;137434;10528;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 15:56;CS2011;CS2011;Compactador Planalto12m³;VW 17.260 Mec.;87.000;25469;2178;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 15:58;CS2010;CS2010;Compactador Planalto12m³;VW 17.260 Mec.;82.500;26857;2131;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 16:00;AFERIÇÃO;AFERIÇÃO;TAMBOR 20 LITROS;-;2.190;0;0;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:02;CL3035;CL3035;Compactador Planalto 19m³;VW 26.260;105.000;33682;3306;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:02;CS2002;CS2002;Compactador Planalto12m³;VW 17.260 Mec.;38.076;24364;1915;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:03;CL3002;CL3002;Compactador Usimeca 19m³;VW 24.260 Aut.;128.000;57535;6055;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 16:07;CC02;CC02;Compactador 15m³;VW 17.260 Mec.;86.000;0;6194;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:11;CS2013;CS2013;Compactador Planalto15m³;VW 17.260 Mec.;72.500;22151;1888;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:14;CL3024;CL3024;Compactador Planalto 19m³;VW 24.260 Aut.;122.000;59084;5545;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:16;BS3002;BS3002;Baú Coleta Seletiva;VW 24.280 Mec;47.500;26061;2089;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 16:19;CS2014;CS2014;Compactador Planalto15m³;VW 17.260 Mec.;103.000;22111;1829;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:20;CL2002;CL2002;Compactador 15m³;VW 24.280 Mec;101.500;56916;5629;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 16:21;CB3039;CB3039;Basculante 12m³;Atego 2433;174.340;19515;0;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:23;CL3017;CL3017;Compactador Planalto 19m³;VW 24.260;95.000;56826;5608;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:29;CL3022;CL3022;Compactador Planalto 19m³;VW 24.260 Aut.;114.000;59096;5278;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:33;BS2002;BS2002;Baú Coleta Seletiva;-;35.000;166358;5399;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 16:34;CL3021;CL3021;Compactador Planalto 19m³;VW 24.260 Aut.;94.000;0;5476;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:37;CL3031;CL3031;Compactador 19M³;VW 26.260;99.066;50192;4777;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:37;CL2015;CL2015;Compactador Planalto15m³;VW 17.260 Mec.;102.500;135335;9500;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 16:41;RC2007;RC2007;Retroescavadeira;416.0;73.123;0;1556;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:42;CL3025;CL3025;Compactador 19M³;VW 26.260;104.500;54094;4673;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 16:42;CS2001;CS2001;Compactador Planalto12m³;VW 17.260 Mec.;87.500;24172;1865;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 16:43;AFERIÇÃO;AFERIÇÃO;TAMBOR 20 LITROS;-;4.361;0;0;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:43;CL3016;CL3016;Compactador Planalto 19m³;VW 24.260;80.000;51696;5169;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:45;CL3038;CL3038;Compactador Planalto 19m³;VW 26.260;23.257;32650;3122;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:45;CL3038;CL3038;Compactador Planalto 19m³;VW 26.260;24.647;32650;3122;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:51;CL3033;CL3033;Compactador 19M³;VW 26.260;120.500;52571;4482;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 16:52;CC09;CC09;Compactador 15m³;VW 17.260 Mec.;86.000;0;6322;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 16:52;CL19;CL19;Compactador 15m³;VW 17.260 Mec.;96.000;81880;7225;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 16:54;CC04;CC04;Compactador 15m³;VW 17.260 Mec.;115.104;66674;6528;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 16:59;CC17;CC17;Compactador 15m³;VW 17.260 Mec.;52.247;142839;13394;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 17:21;BS2004;BS2004;Baú Coleta Seletiva;-;36.000;146239;4430;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 17:32;BS3004;BS3004;Baú Coleta Seletiva;Atego 2426;115.000;29521;2274;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 17:34;CL2003;CL2003;Compactador Planalto 15m³;VW 24.280 Mec;116.000;58873;5527;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 17:39;CL3008;CL3008;Compactador Planalto 19m³;VW 24.260 Aut.;97.000;47564;4537;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 17:39;CL3026;CL3026;Compactador 19M³;VW 26.260;59.466;54351;4764;0.00;013 JULIANA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 17:44;CL3012;CL3012;Compactador Planalto 19m³;VW 24.260 Aut.;140.000;59449;5591;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 18:04;CL3030;CL3030;Compactador 19M³;VW 26.260;164.500;41422;3805;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 18:09;CC21;CC21;Compactador 15m³;VW 17.260 Mec.;106.000;80395;7124;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 18:10;CL2001;CL2001;Compactador 15m³;VW 24.280 Mec;118.000;69564;6153;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 18:16;CL3034;CL3034;Compactador 19M³;VW 26.260;93.500;56610;5084;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
22/05/2025 18:17;CL3040;CL3040;Compactador Planalto 19m³;VW 26.260;61.695;32430;3151;0.00;013 JULIANA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 18:24;CL3007;CL3007;Compactador Usimeca 19m³;VW 24.260 Aut.;75.619;61277;6108;0.00;013 JULIANA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 18:42;CL3041;CL3041;Compactador Planalto 19m³;VW 24.260;116.133;30246;3035;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 18:50;CL3019;CL3019;Compactador Planalto 19m³;VW 24.260 Aut.;171.219;49963;5275;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 18:55;CL3003;CL3003;Compactador Usimeca 19m³;VW 24.260 Aut.;120.000;55757;5769;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 19:03;CC18;CC18;Compactador 15m³;VW 17.260 Mec.;121.000;87959;8514;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 19:12;CL2016;CL2016;Compactador Planalto15m³;VW 17.260 Mec.;101.500;130070;9515;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 19:21;CL3039;CL3039;Compactador Planalto 19m³;VW 26.260;116.000;35735;3157;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 19:44;CL3006;CL3006;Compactador Usimeca 19m³;VW 24.260 Aut.;107.500;60254;5943;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
22/05/2025 20:01;CL3018;CL3018;Compactador Planalto 19m³;VW 24.260;147.885;55954;5485;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
22/05/2025 20:05;CL3014;CL3014;Compactador Planalto 19m³;VW 24.260 Aut.;112.500;53359;5277;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
22/05/2025 20:51;CL3027;CL3027;Compactador 19M³;VW 26.260;123.500;68249;5205;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
